representative	genome
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R1.T1.F1.trimmomatic.megahit_bin.41_98.29_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T2.F3.trimmomatic.megahit_bin.74_98.29_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.11_98.29_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T1.F3.JGI.BFC.metaspades_bin.36_98.29_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.297_98.29_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.29_97.44_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T1.F2.trimmomatic.megahit_bin.69_98.29_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T1.F3.trimmomatic.megahit_bin.14_98.29_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.71_98.15_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T1.F1.trimmomatic.megahit_bin.3_97.44_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R1.T2.F3.trimmomatic.megahit_bin.83_98.29_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R2.T2.F3.trimmomatic.megahit_bin.45_98.29_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.50_98.29_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R1.T2.F3.trimmomatic.megahit_bin.42_98.29_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.77_98.29_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R1.T3.F3.trimmomatic.megahit_bin.156_98.15_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.12_97.44_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T2.F2.JGI.BFC.metaspades_bin.70_97.44_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.37_97.83_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.38_98.12_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T2.F2.trimmomatic.megahit_bin.54_98.29_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.4_98.22_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T2.F2.trimmomatic.metaspades_bin.3_98.29_1.64
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.32_95.70_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T2.F1.trimmomatic.metaspades_bin.40_97.95_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.35_97.44_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.81_95.66_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.40_96.23_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.66_97.44_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.None.R2.T0.JGI.BFC.metaspades_bin.2_94.23_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R1.T2.F2.JGI.BFC.metaspades_bin.47_97.44_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R2.T2.F2.trimmomatic.megahit_bin.89_96.58_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.2_97.96_1.74
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T1.F1.JGI.BFC.metaspades_bin.47_98.29_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R2.T1.F2.JGI.BFC.metaspades_bin.19_97.44_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R2.T2.F2.trimmomatic.metaspades_bin.72_97.93_2.09
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.59_98.29_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T1.F2.JGI.BFC.metaspades_bin.66_98.29_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.12_97.08_1.99
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.110_92.81_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.48_96.50_1.74
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R2.T2.F3.trimmomatic.metaspades_bin.74_94.19_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T2.F1.trimmomatic.megahit_bin.38_97.44_1.99
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.29_94.87_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.9_97.93_2.51
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R1.T1.F2.JGI.BFC.metaspades_bin.13_97.44_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.40_97.48_2.42
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R1.T1.F1.trimmomatic.megahit_bin.43_98.29_2.42
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R1.T2.F2.trimmomatic.megahit_bin.69_97.44_2.42
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.40_96.65_2.68
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.40_98.12_2.85
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.16_96.84_1.65
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R1.T3.F3.JGI.BFC.metaspades_bin.33_96.86_1.78
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R1.T2.F2.trimmomatic.megahit_bin.16_96.30_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.6_95.73_2.42
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.53_97.26_2.85
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T3.F2.trimmomatic.megahit_bin.43_96.58_1.14
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	20120700_P1S_5
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	3300030058_6
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.12_98.22_4.02
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.33_95.53_3.85
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	20120600_P2M_11
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	20110600_P3S_2
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.159_90.77_2.42
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R1.T1.F1.JGI.BFC.metaspades_bin.29_94.87_2.42
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	3300028775_6
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R1.T2.F2.JGI.BFC.metaspades_bin.45_93.73_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.65_95.01_2.93
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	3300030057_3
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	20120600_P2S_1
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	20150700_P31_12
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T2.F1.JGI.BFC.metaspades_bin.5_96.15_4.42
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R2.T2.F2.trimmomatic.megahit_bin.39_94.16_3.28
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	3300030054_5
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T3.F2.JGI.BFC.metaspades_bin.49_89.96_1.14
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.52_90.17_1.99
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	3300028747_4
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.36_89.54_1.57
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	3300037369_3
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.39_87.96_1.69
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T3.F2.trimmomatic.metaspades_bin.16_96.81_5.84
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R2.T3.F2.trimmomatic.megahit_bin.12_85.61_2.51
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	20120500_P11_1
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	PMOY01
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R1.T3.F3.trimmomatic.megahit_bin.93_83.49_1.65
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	PMHW01
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R1.T3.F2.trimmomatic.metaspades_bin.18_77.96_2.42
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	20150700_P21_6
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R3.T3.F1.trimmomatic.metaspades_bin.106_76.20_1.99
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Unlabelled.R2.T2.F1.trimmomatic.metaspades_bin.75_72.43_1.14
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	PMHQ01
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	Palsa.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.115_75.33_3.13
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.264_97.44_0.71	3300031233_8
Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.62_76.88_1.72	Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.62_76.88_1.72
Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.62_76.88_1.72	Fen.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.46_72.68_2.73
20120600_E3D_48	20120600_E3D_48
20120600_E3D_48	PMIE01
20111000_P3M_35	20111000_P3M_35
20111000_P3M_35	20110800_P1D_28
20111000_P3M_35	PLBO01
20120600_E2D_49	20120600_E2D_49
20120600_E2D_49	20120600_E3D_23
20120600_E2D_49	PMIH01
20120600_E2D_49	20170700_E21_1
20120600_E2D_49	Fen.Unlabelled.R2.T1.F3.trimmomatic.megahit_bin.22_75.39_1.63
20120600_E2D_49	Fen.Unlabelled.R2.T1.F3.trimmomatic.metaspades_bin.46_75.82_2.09
20120700_P3D_139	20120700_P3D_139
20120700_P3D_139	PLZH01
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.36_100.00_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R1.T3.F1.JGI.BFC.metaspades_bin.35_98.92_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T3.F4.JGI.BFC.metaspades_bin.34_100.00_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.34_99.95_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.38_99.46_0.56
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.26_99.46_0.56
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.35_99.46_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R3.T2.F3.JGI.BFC.metaspades_bin.17_100.00_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.8_97.31_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T3.F4.trimmomatic.megahit_bin.32_100.00_0.56
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R3.T2.F2.JGI.BFC.metaspades_bin.27_98.92_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R2.T3.F1.trimmomatic.megahit_bin.39_99.91_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T3.F1.trimmomatic.megahit_bin.54_99.46_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.47_98.23_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.39_97.96_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T3.F2.trimmomatic.megahit_bin.1_97.85_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.64_97.65_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.34_97.20_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.26_98.48_0.81
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Bog.Unlabelled.R1.T3.F3.JGI.BFC.metaspades_bin.29_95.16_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.16_97.20_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.41_98.21_0.83
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R1.T2.F2.trimmomatic.megahit_bin.26_99.30_0.81
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R1.T2.F1.JGI.BFC.metaspades_bin.9_98.39_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.37_96.91_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R1.T2.F3.trimmomatic.megahit_bin.43_95.81_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T2.F3.trimmomatic.megahit_bin.50_98.23_1.08
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R1.T2.F2.trimmomatic.megahit_bin.10_97.67_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R1.T2.F2.JGI.BFC.metaspades_bin.8_98.92_1.61
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.95_98.89_1.34
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R3.T2.F2.trimmomatic.megahit_bin.48_98.58_1.21
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.14_97.80_1.08
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.33_94.16_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.37_94.71_0.81
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Bog.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.38_91.27_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.5_99.19_1.34
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.86_96.57_1.61
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T2.F1.trimmomatic.megahit_bin.37_97.38_1.08
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.28_95.35_0.81
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R3.T2.F3.trimmomatic.megahit_bin.41_99.35_1.72
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.19_97.26_1.61
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Bog.Unlabelled.R1.T3.F2.trimmomatic.metaspades_bin.4_88.24_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R1.T2.F1.trimmomatic.megahit_bin.32_96.58_1.21
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T2.F4.trimmomatic.megahit_bin.34_96.09_0.67
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R1.T2.F2.JGI.BFC.metaspades_bin.36_98.84_1.61
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R1.T2.F4.trimmomatic.megahit_bin.31_95.05_0.60
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R3.T2.F1.JGI.BFC.metaspades_bin.12_95.61_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R1.T2.F1.trimmomatic.metaspades_bin.11_95.45_1.61
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T2.F2.trimmomatic.megahit_bin.25_96.94_1.87
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R1.T1.F1.trimmomatic.metaspades_bin.61_91.29_0.54
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T2.F4.trimmomatic.metaspades_bin.16_95.95_1.08
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R1.T3.F2.trimmomatic.metaspades_bin.54_95.23_1.08
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.80_96.99_2.69
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.20_98.92_2.69
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R3.T2.F4.trimmomatic.metaspades_bin.21_93.82_1.21
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R1.T3.F2.JGI.BFC.metaspades_bin.10_96.79_1.08
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R3.T2.F4.trimmomatic.megahit_bin.29_96.08_1.21
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R1.T2.F4.trimmomatic.metaspades_bin.16_95.29_1.61
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R3.T2.F1.trimmomatic.megahit_bin.40_95.90_1.50
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R1.T3.F2.trimmomatic.megahit_bin.53_95.95_2.15
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Unlabelled.R1.T1.F1.JGI.BFC.metaspades_bin.25_95.48_1.08
Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54	Fen.Labelled.R2.T2.F4.JGI.BFC.metaspades_bin.14_90.55_1.08
